Area,Item,Year,yield_hg_per_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Pakistan,Wheat,1990,18249.0,494.0,5299.0,24.224444444444444
Pakistan,Wheat,1991,18410.0,494.0,5962.0,23.763333333333335
Pakistan,Wheat,1992,19910.0,494.0,5518.0,23.668888888888887
Pakistan,Wheat,1993,19466.0,494.0,4945.0,24.41222222222222
Pakistan,Wheat,1994,18935.0,494.0,6183.0,24.054444444444446
Pakistan,Wheat,1995,20811.0,494.0,7681.0,23.944444444444443
Pakistan,Wheat,1996,20184.0,494.0,11955.0,23.88888888888889
Pakistan,Wheat,1997,20533.0,494.0,16936.0,23.425555555555558
Pakistan,Wheat,1998,22376.0,494.0,18406.0,24.44
Pakistan,Wheat,1999,21698.0,494.0,20450.0,24.857777777777777
Pakistan,Wheat,2000,24907.0,494.0,27885.0,24.742222222222225
Pakistan,Wheat,2001,23254.0,494.0,11871.0,24.721111111111114
Pakistan,Wheat,2002,22621.0,494.0,10881.83,24.94333333333333
Pakistan,Wheat,2004,23733.0,494.0,8903.48,24.974444444444444
Pakistan,Wheat,2005,25858.0,494.0,7914.310000000001,24.05777777777778
Pakistan,Wheat,2006,25186.0,494.0,6925.13,24.465555555555554
Pakistan,Wheat,2007,27156.0,494.0,5935.96,24.582222222222224
Pakistan,Wheat,2008,24514.0,494.0,4946.79,24.33888888888889
Pakistan,Wheat,2009,26568.0,494.0,3957.6099999999997,24.763333333333335
Pakistan,Wheat,2010,25528.0,494.0,2968.44,24.885555555555555
Pakistan,Wheat,2011,28328.0,494.0,1979.27,24.48
Pakistan,Wheat,2012,27138.0,494.0,990.0899999999999,24.20777777777778
Pakistan,Wheat,2013,27957.0,494.0,0.9200000000000002,25.242222222222225
Papua New Guinea,Maize,1990,25000.0,3142.0,121.0,25.27
Papua New Guinea,Maize,1991,25000.0,3142.0,121.0,25.04
Papua New Guinea,Maize,1992,28872.0,3142.0,121.0,25.3
Papua New Guinea,Maize,1993,30769.0,3142.0,172.0,25.02
Papua New Guinea,Maize,1994,33615.0,3142.0,176.0,25.07
Papua New Guinea,Maize,1995,35714.0,3142.0,105.0,25.44
Papua New Guinea,Maize,1996,45199.0,3142.0,105.0,25.41
Papua New Guinea,Maize,1997,60000.0,3142.0,105.0,24.86
Papua New Guinea,Maize,1998,55543.0,3142.0,105.0,26.05
Papua New Guinea,Maize,1999,54167.0,3142.0,105.0,25.38
Papua New Guinea,Maize,2000,55385.0,3142.0,105.0,25.4
Papua New Guinea,Maize,2001,59286.0,3142.0,105.0,25.43
Papua New Guinea,Maize,2002,52970.0,3142.0,105.0,25.48
Papua New Guinea,Maize,2004,46154.0,3142.0,105.0,25.23
Papua New Guinea,Maize,2005,46667.0,3142.0,105.0,25.51
Papua New Guinea,Maize,2006,45000.0,3142.0,105.0,25.04
Papua New Guinea,Maize,2007,47059.0,3142.0,105.0,25.2
Papua New Guinea,Maize,2008,45455.0,3142.0,105.0,25.17
Papua New Guinea,Maize,2009,47718.0,3142.0,105.0,25.08
Papua New Guinea,Maize,2010,50000.0,3142.0,105.0,25.74
Papua New Guinea,Maize,2011,57778.0,3142.0,105.0,25.17
Papua New Guinea,Maize,2012,47619.0,3142.0,105.0,25.14
Papua New Guinea,Maize,2013,54545.0,3142.0,105.0,25.44
Papua New Guinea,Rice,1990,18235.0,3142.0,121.0,25.27
Papua New Guinea,Rice,1991,17458.0,3142.0,121.0,25.04
Papua New Guinea,Rice,1992,17695.0,3142.0,121.0,25.3
Papua New Guinea,Rice,1993,18000.0,3142.0,172.0,25.02
Papua New Guinea,Rice,1994,17844.0,3142.0,176.0,25.07
Papua New Guinea,Rice,1995,17872.0,3142.0,105.0,25.44
Papua New Guinea,Rice,1996,17914.0,3142.0,105.0,25.41
Papua New Guinea,Rice,1997,17143.0,3142.0,105.0,24.86
Papua New Guinea,Rice,1998,18270.0,3142.0,105.0,26.05
Papua New Guinea,Rice,1999,18583.0,3142.0,105.0,25.38
Papua New Guinea,Rice,2000,18910.0,3142.0,105.0,25.4
Papua New Guinea,Rice,2001,20000.0,3142.0,105.0,25.43
Papua New Guinea,Rice,2002,19276.0,3142.0,105.0,25.48
Papua New Guinea,Rice,2004,19266.0,3142.0,105.0,25.23
Papua New Guinea,Rice,2005,19409.0,3142.0,105.0,25.51
Papua New Guinea,Rice,2006,19552.0,3142.0,105.0,25.04
Papua New Guinea,Rice,2007,19694.0,3142.0,105.0,25.2
Papua New Guinea,Rice,2008,19837.0,3142.0,105.0,25.17
Papua New Guinea,Rice,2009,19979.0,3142.0,105.0,25.08
Papua New Guinea,Rice,2010,20122.0,3142.0,105.0,25.74
Papua New Guinea,Rice,2011,20264.0,3142.0,105.0,25.17
Papua New Guinea,Rice,2012,20407.0,3142.0,105.0,25.14
Papua New Guinea,Rice,2013,20549.0,3142.0,105.0,25.44
Peru,Maize,1990,19532.0,1738.0,3134.0,16.84
Peru,Maize,1991,19213.0,1738.0,3134.0,17.15
Peru,Maize,1992,18858.0,1738.0,3134.0,17.96
Peru,Maize,1993,21634.0,1738.0,3134.0,17.56
Peru,Maize,1994,20891.0,1738.0,3134.0,17.31
Peru,Maize,1995,19593.0,1738.0,3134.0,17.26
Peru,Maize,1996,25267.0,1738.0,3755.0,16.45
Peru,Maize,1997,20008.0,1738.0,4307.0,18.62
Peru,Maize,1998,21121.0,1738.0,4374.0,18.13
Peru,Maize,1999,23053.0,1738.0,4029.0,16.65
Peru,Maize,2000,24119.0,1738.0,5175.0,17.02
Peru,Maize,2001,25887.0,1738.0,8414.17,16.95
Peru,Maize,2002,26708.0,1738.0,8322.88,17.44
Peru,Maize,2004,26734.0,1738.0,8941.22,17.29
Peru,Maize,2005,26289.0,1738.0,10227.74,17.02
Peru,Maize,2006,27129.0,1738.0,12074.5,17.61
Peru,Maize,2007,28371.0,1738.0,9011.14,16.68
Peru,Maize,2008,29673.0,1738.0,12598.66,17.34
Peru,Maize,2009,30290.0,1738.0,11531.33,17.4
Peru,Maize,2010,30999.0,1738.0,15590.54,16.97
Peru,Maize,2011,31866.0,1738.0,15436.91,17.03
Peru,Maize,2012,33084.0,1738.0,18885.82,17.68
Peru,Maize,2013,32686.0,1738.0,17942.97,17.0
Peru,Rice,1990,52290.0,1738.0,3134.0,16.84
Peru,Rice,1991,51416.0,1738.0,3134.0,17.15
Peru,Rice,1992,49812.0,1738.0,3134.0,17.96
Peru,Rice,1993,54506.0,1738.0,3134.0,17.56
Peru,Rice,1994,58525.0,1738.0,3134.0,17.31
Peru,Rice,1995,56180.0,1738.0,3134.0,17.26
Peru,Rice,1996,57198.0,1738.0,3755.0,16.45
Peru,Rice,1997,61154.0,1738.0,4307.0,18.62
Peru,Rice,1998,57558.0,1738.0,4374.0,18.13
Peru,Rice,1999,62514.0,1738.0,4029.0,16.65
Peru,Rice,2000,65901.0,1738.0,5175.0,17.02
Peru,Rice,2001,66941.0,1738.0,8414.17,16.95
Peru,Rice,2002,66876.0,1738.0,8322.88,17.44
Peru,Rice,2004,64401.0,1738.0,8941.22,17.29
Peru,Rice,2005,68971.0,1738.0,10227.74,17.02
Peru,Rice,2006,68732.0,1738.0,12074.5,17.61
Peru,Rice,2007,66817.0,1738.0,9011.14,16.68
Peru,Rice,2008,73089.0,1738.0,12598.66,17.34
Peru,Rice,2009,73926.0,1738.0,11531.33,17.4
Peru,Rice,2010,72850.0,1738.0,15590.54,16.97
Peru,Rice,2011,72980.0,1738.0,15436.91,17.03
Peru,Rice,2012,77851.0,1738.0,18885.82,17.68
Peru,Rice,2013,77112.0,1738.0,17942.97,17.0
Peru,Soybean,1990,20998.0,1738.0,3134.0,16.84
Peru,Soybean,1991,16875.0,1738.0,3134.0,17.15
Peru,Soybean,1992,13275.0,1738.0,3134.0,17.96
Peru,Soybean,1993,16322.0,1738.0,3134.0,17.56
Peru,Soybean,1994,12655.0,1738.0,3134.0,17.31
Peru,Soybean,1995,14416.0,1738.0,3134.0,17.26
Peru,Soybean,1996,15648.0,1738.0,3755.0,16.45
Peru,Soybean,1997,14479.0,1738.0,4307.0,18.62
Peru,Soybean,1998,14309.0,1738.0,4374.0,18.13
Peru,Soybean,1999,14486.0,1738.0,4029.0,16.65
Peru,Soybean,2000,14542.0,1738.0,5175.0,17.02
Peru,Soybean,2001,14919.0,1738.0,8414.17,16.95
Peru,Soybean,2002,16193.0,1738.0,8322.88,17.44
Peru,Soybean,2004,16316.0,1738.0,8941.22,17.29
Peru,Soybean,2005,15354.0,1738.0,10227.74,17.02
Peru,Soybean,2006,15705.0,1738.0,12074.5,17.61
Peru,Soybean,2007,15572.0,1738.0,9011.14,16.68
Peru,Soybean,2008,16907.0,1738.0,12598.66,17.34
Peru,Soybean,2009,17214.0,1738.0,11531.33,17.4
Peru,Soybean,2010,17758.0,1738.0,15590.54,16.97
Peru,Soybean,2011,18091.0,1738.0,15436.91,17.03
Peru,Soybean,2012,18212.0,1738.0,18885.82,17.68
Peru,Soybean,2013,17893.0,1738.0,17942.97,17.0
Peru,Wheat,1990,10847.0,1738.0,3134.0,16.84
Peru,Wheat,1991,8553.0,1738.0,3134.0,17.15
Peru,Wheat,1992,13304.0,1738.0,3134.0,17.96
Peru,Wheat,1993,14812.0,1738.0,3134.0,17.56
Peru,Wheat,1994,12420.0,1738.0,3134.0,17.31
Peru,Wheat,1995,12643.0,1738.0,3134.0,17.26
Peru,Wheat,1996,12499.0,1738.0,3755.0,16.45
Peru,Wheat,1997,11150.0,1738.0,4307.0,18.62
Peru,Wheat,1998,11648.0,1738.0,4374.0,18.13
Peru,Wheat,1999,12877.0,1738.0,4029.0,16.65
Peru,Wheat,2000,12797.0,1738.0,5175.0,17.02
Peru,Wheat,2001,12465.0,1738.0,8414.17,16.95
Peru,Wheat,2002,13456.0,1738.0,8322.88,17.44
Peru,Wheat,2004,13872.0,1738.0,8941.22,17.29
Peru,Wheat,2005,13440.0,1738.0,10227.74,17.02
Peru,Wheat,2006,13360.0,1738.0,12074.5,17.61
Peru,Wheat,2007,12562.0,1738.0,9011.14,16.68
Peru,Wheat,2008,13839.0,1738.0,12598.66,17.34
Peru,Wheat,2009,14315.0,1738.0,11531.33,17.4
Peru,Wheat,2010,14224.0,1738.0,15590.54,16.97
Peru,Wheat,2011,14719.0,1738.0,15436.91,17.03
Peru,Wheat,2012,14891.0,1738.0,18885.82,17.68
Peru,Wheat,2013,14976.0,1738.0,17942.97,17.0
Poland,Maize,1990,49126.0,600.0,5422.0,9.2
Poland,Maize,1991,48468.0,600.0,5422.0,7.9
Poland,Maize,1992,36699.0,600.0,7363.0,8.65
Poland,Maize,1993,53160.0,600.0,8825.0,7.67
Poland,Maize,1994,37503.0,600.0,9330.0,8.78
Poland,Maize,1995,49586.0,600.0,7136.0,8.16
Poland,Maize,1996,50514.0,600.0,9824.0,6.71
Poland,Maize,1997,54011.0,600.0,9501.0,7.81
Poland,Maize,1998,58272.0,600.0,8699.0,8.17
Poland,Maize,1999,57506.0,600.0,8466.0,8.96
Poland,Maize,2000,60637.0,600.0,8848.0,9.56
Poland,Maize,2001,60683.0,600.0,8855.0,8.26
Poland,Maize,2002,61563.0,600.0,10358.0,9.14
Poland,Maize,2004,56935.0,600.0,8726.0,8.33
Poland,Maize,2005,57329.0,600.0,16039.0,8.43
Poland,Maize,2006,41609.0,600.0,17101.0,8.64
Poland,Maize,2007,65743.0,600.0,18721.0,9.32
Poland,Maize,2008,58149.0,600.0,20611.02,9.51
Poland,Maize,2009,62262.0,600.0,18493.03,8.5
Poland,Maize,2010,59824.0,600.0,19449.02,7.67
Poland,Maize,2011,71770.0,600.0,21779.27,8.84
Poland,Maize,2012,73481.0,600.0,21885.99,8.48
Poland,Maize,2013,65761.0,600.0,22204.46,9.32
Poland,Soybean,2004,16007.0,600.0,8726.0,8.33
Poland,Soybean,2005,11284.0,600.0,16039.0,8.43
Poland,Soybean,2006,11429.0,600.0,17101.0,8.64
Poland,Soybean,2007,15813.0,600.0,18721.0,9.32
Poland,Soybean,2008,15224.0,600.0,20611.02,9.51
Poland,Soybean,2009,16457.0,600.0,18493.03,8.5
Poland,Soybean,2010,13757.0,600.0,19449.02,7.67
Poland,Soybean,2011,15913.0,600.0,21779.27,8.84
Poland,Soybean,2012,17076.0,600.0,21885.99,8.48
Poland,Wheat,1990,39575.0,600.0,5422.0,9.2
Poland,Wheat,1991,38032.0,600.0,5422.0,7.9
Poland,Wheat,1992,30635.0,600.0,7363.0,8.65
Poland,Wheat,1993,33279.0,600.0,8825.0,7.67
Poland,Wheat,1994,31817.0,600.0,9330.0,8.78
Poland,Wheat,1995,36015.0,600.0,7136.0,8.16
Poland,Wheat,1996,34574.0,600.0,9824.0,6.71
Poland,Wheat,1997,32064.0,600.0,9501.0,7.81
Poland,Wheat,1998,36243.0,600.0,8699.0,8.17
Poland,Wheat,1999,35042.0,600.0,8466.0,8.96
Poland,Wheat,2000,32268.0,600.0,8848.0,9.56
Poland,Wheat,2001,35336.0,600.0,8855.0,8.26
Poland,Wheat,2002,38539.0,600.0,10358.0,9.14
Poland,Wheat,2004,42811.0,600.0,8726.0,8.33
Poland,Wheat,2005,39545.0,600.0,16039.0,8.43
Poland,Wheat,2006,32447.0,600.0,17101.0,8.64
Poland,Wheat,2007,39381.0,600.0,18721.0,9.32
Poland,Wheat,2008,40716.0,600.0,20611.02,9.51
Poland,Wheat,2009,41725.0,600.0,18493.03,8.5
Poland,Wheat,2010,44290.0,600.0,19449.02,7.67
Poland,Wheat,2011,41348.0,600.0,21779.27,8.84
Poland,Wheat,2012,41438.0,600.0,21885.99,8.48
Poland,Wheat,2013,44367.0,600.0,22204.46,9.32
Portugal,Maize,1990,30334.0,854.0,9357.0,16.55
Portugal,Maize,1991,30411.0,854.0,9357.0,16.09
Portugal,Maize,1992,34547.0,854.0,6117.0,15.95
Portugal,Maize,1993,37231.0,854.0,8985.0,15.33
Portugal,Maize,1994,40939.0,854.0,9580.0,16.12
Portugal,Maize,1995,43624.0,854.0,11815.0,17.23
Portugal,Maize,1996,46766.0,854.0,12457.0,16.12
Portugal,Maize,1997,49592.0,854.0,12750.0,17.1
Portugal,Maize,1998,53704.0,854.0,14389.0,16.4
Portugal,Maize,1999,57089.0,854.0,15411.0,16.09
Portugal,Maize,2000,57808.0,854.0,15470.0,16.23
Portugal,Maize,2001,58929.0,854.0,15503.0,16.2
Portugal,Maize,2002,57285.0,854.0,17452.0,16.19
Portugal,Maize,2004,57869.0,854.0,16942.0,16.31
Portugal,Maize,2005,46805.0,854.0,16353.0,16.43
Portugal,Maize,2006,52885.0,854.0,15702.0,16.84
Portugal,Maize,2007,58412.0,854.0,16682.39,16.11
Portugal,Maize,2008,63278.0,854.0,17080.26,16.12
Portugal,Maize,2009,66936.0,854.0,13984.91,16.84
Portugal,Maize,2010,69295.0,854.0,13774.18,16.5
Portugal,Maize,2011,81040.0,854.0,14024.98,16.91
Portugal,Maize,2012,83042.0,854.0,12444.24,16.24
Portugal,Maize,2013,83149.0,854.0,10126.8,16.77
Portugal,Rice,1990,46142.0,854.0,9357.0,16.55
Portugal,Rice,1991,50940.0,854.0,9357.0,16.09
Portugal,Rice,1992,51948.0,854.0,6117.0,15.95
Portugal,Rice,1993,52273.0,854.0,8985.0,15.33
Portugal,Rice,1994,54776.0,854.0,9580.0,16.12
Portugal,Rice,1995,57329.0,854.0,11815.0,17.23
Portugal,Rice,1996,60906.0,854.0,12457.0,16.12
Portugal,Rice,1997,57529.0,854.0,12750.0,17.1
Portugal,Rice,1998,59872.0,854.0,14389.0,16.4
Portugal,Rice,1999,59924.0,854.0,15411.0,16.09
Portugal,Rice,2000,59772.0,854.0,15470.0,16.23
Portugal,Rice,2001,58523.0,854.0,15503.0,16.2
Portugal,Rice,2002,57862.0,854.0,17452.0,16.19
Portugal,Rice,2004,58527.0,854.0,16942.0,16.31
Portugal,Rice,2005,55044.0,854.0,16353.0,16.43
Portugal,Rice,2006,58551.0,854.0,15702.0,16.84
Portugal,Rice,2007,58062.0,854.0,16682.39,16.11
Portugal,Rice,2008,57219.0,854.0,17080.26,16.12
Portugal,Rice,2009,56818.0,854.0,13984.91,16.84
Portugal,Rice,2010,58453.0,854.0,13774.18,16.5
Portugal,Rice,2011,58855.0,854.0,14024.98,16.91
Portugal,Rice,2012,59995.0,854.0,12444.24,16.24
Portugal,Rice,2013,59699.0,854.0,10126.8,16.77
Portugal,Wheat,1990,14269.0,854.0,9357.0,16.55
Portugal,Wheat,1991,20982.0,854.0,9357.0,16.09
Portugal,Wheat,1992,12914.0,854.0,6117.0,15.95
Portugal,Wheat,1993,16861.0,854.0,8985.0,15.33
Portugal,Wheat,1994,19667.0,854.0,9580.0,16.12
Portugal,Wheat,1995,13872.0,854.0,11815.0,17.23
Portugal,Wheat,1996,17139.0,854.0,12457.0,16.12
Portugal,Wheat,1997,11905.0,854.0,12750.0,17.1
Portugal,Wheat,1998,10151.0,854.0,14389.0,16.4
Portugal,Wheat,1999,15986.0,854.0,15411.0,16.09
Portugal,Wheat,2000,15678.0,854.0,15470.0,16.23
Portugal,Wheat,2001,8371.0,854.0,15503.0,16.2
Portugal,Wheat,2002,17904.0,854.0,17452.0,16.19
Portugal,Wheat,2004,15625.0,854.0,16942.0,16.31
Portugal,Wheat,2005,6644.0,854.0,16353.0,16.43
Portugal,Wheat,2006,23847.0,854.0,15702.0,16.84
Portugal,Wheat,2007,18630.0,854.0,16682.39,16.11
Portugal,Wheat,2008,23028.0,854.0,17080.26,16.12
Portugal,Wheat,2009,17008.0,854.0,13984.91,16.84
Portugal,Wheat,2010,14305.0,854.0,13774.18,16.5
Portugal,Wheat,2011,12002.0,854.0,14024.98,16.91
Portugal,Wheat,2012,10766.0,854.0,12444.24,16.24
Portugal,Wheat,2013,17635.0,854.0,10126.8,16.77
Qatar,Wheat,1990,22996.0,74.0,3.0,27.38
Qatar,Wheat,1991,23048.0,74.0,3.0,26.77
Qatar,Wheat,1992,23088.0,74.0,3.0,26.22
Qatar,Wheat,1993,23103.0,74.0,3.0,27.1
Qatar,Wheat,1994,23065.0,74.0,3.0,27.59
Qatar,Wheat,1995,22969.0,74.0,4.0,27.16
Qatar,Wheat,1996,22881.0,74.0,6.0,27.66
Qatar,Wheat,1997,23077.0,74.0,21.5,27.23
Qatar,Wheat,1998,22951.0,74.0,37.0,28.48
Qatar,Wheat,1999,23056.0,74.0,52.5,28.62
Qatar,Wheat,2000,23056.0,74.0,68.0,28.06
Qatar,Wheat,2001,23333.0,74.0,68.0,28.36
Qatar,Wheat,2002,22727.0,74.0,68.0,28.25
Qatar,Wheat,2004,24444.0,74.0,68.0,28.2
Qatar,Wheat,2005,23333.0,74.0,68.0,28.09
Qatar,Wheat,2006,20000.0,74.0,68.0,28.12
Qatar,Wheat,2007,23188.0,74.0,68.0,28.23
Qatar,Wheat,2008,30000.0,74.0,68.0,27.92
Qatar,Wheat,2009,23333.0,74.0,68.0,28.17
Qatar,Wheat,2010,22500.0,74.0,68.0,28.93
Qatar,Wheat,2011,23636.0,74.0,68.0,28.23
Qatar,Wheat,2012,22857.0,74.0,68.0,28.54
Qatar,Wheat,2013,22632.0,74.0,68.0,28.68
Romania,Maize,1990,27606.0,637.0,25255.0,12.26
Romania,Maize,1991,40766.0,637.0,19898.0,10.55
Romania,Maize,1992,20469.0,637.0,15134.0,11.55
Romania,Maize,1993,26054.0,637.0,24252.0,10.78
Romania,Maize,1994,31317.0,637.0,21811.0,12.7
Romania,Maize,1995,31915.0,637.0,20113.0,11.21
Romania,Maize,1996,29319.0,637.0,17425.0,10.71
Romania,Maize,1997,42171.0,637.0,15349.0,10.46
Romania,Maize,1998,27892.0,637.0,13979.0,11.37
Romania,Maize,1999,36403.0,637.0,11280.0,12.34
Romania,Maize,2000,17128.0,637.0,9427.4,12.44
Romania,Maize,2001,31232.0,637.0,7871.1,11.9
Romania,Maize,2002,30421.0,637.0,7875.7,12.24
Romania,Maize,2004,45497.0,637.0,6778.2,11.63
Romania,Maize,2005,39816.0,637.0,7565.7,11.25
Romania,Maize,2006,35754.0,637.0,6733.2,11.63
Romania,Maize,2007,17030.0,637.0,6314.0,12.99
Romania,Maize,2008,32271.0,637.0,7193.7,12.5
Romania,Maize,2009,34169.0,637.0,6548.7,12.47
Romania,Maize,2010,43176.0,637.0,7249.2,11.94
Romania,Maize,2011,45292.0,637.0,6582.9,11.26
Romania,Maize,2012,21870.0,637.0,6418.7,12.33
Romania,Maize,2013,44941.0,637.0,6947.9,13.94
Romania,Rice,1990,16667.0,637.0,25255.0,12.26
Romania,Rice,1991,14560.0,637.0,19898.0,10.55
Romania,Rice,1992,23742.0,637.0,15134.0,11.55
Romania,Rice,1993,30351.0,637.0,24252.0,10.78
Romania,Rice,1994,32835.0,637.0,21811.0,12.7
Romania,Rice,1995,39030.0,637.0,20113.0,11.21
Romania,Rice,1996,27075.0,637.0,17425.0,10.71
Romania,Rice,1997,26766.0,637.0,15349.0,10.46
Romania,Rice,1998,29791.0,637.0,13979.0,11.37
Romania,Rice,1999,24427.0,637.0,11280.0,12.34
Romania,Rice,2000,26441.0,637.0,9427.4,12.44
Romania,Rice,2001,12632.0,637.0,7871.1,11.9
Romania,Rice,2002,12839.0,637.0,7875.7,12.24
Romania,Rice,2004,40056.0,637.0,6778.2,11.63
Romania,Rice,2005,41989.0,637.0,7565.7,11.25
Romania,Rice,2006,32993.0,637.0,6733.2,11.63
Romania,Rice,2007,34023.0,637.0,6314.0,12.99
Romania,Rice,2008,49326.0,637.0,7193.7,12.5
Romania,Rice,2009,54262.0,637.0,6548.7,12.47
Romania,Rice,2010,49656.0,637.0,7249.2,11.94
Romania,Rice,2011,51504.0,637.0,6582.9,11.26
Romania,Rice,2012,44995.0,637.0,6418.7,12.33
Romania,Rice,2013,47194.0,637.0,6947.9,13.94
Romania,Soybean,1990,7421.0,637.0,25255.0,12.26
Romania,Soybean,1991,16544.0,637.0,19898.0,10.55
Romania,Soybean,1992,7619.0,637.0,15134.0,11.55
Romania,Soybean,1993,12698.0,637.0,24252.0,10.78
Romania,Soybean,1994,15525.0,637.0,21811.0,12.7
Romania,Soybean,1995,14701.0,637.0,20113.0,11.21
Romania,Soybean,1996,14104.0,637.0,17425.0,10.71
Romania,Soybean,1997,20032.0,637.0,15349.0,10.46
Romania,Soybean,1998,13913.0,637.0,13979.0,11.37
Romania,Soybean,1999,18724.0,637.0,11280.0,12.34
Romania,Soybean,2000,7659.0,637.0,9427.4,12.44
Romania,Soybean,2001,16721.0,637.0,7871.1,11.9
Romania,Soybean,2002,20909.0,637.0,7875.7,12.24
Romania,Soybean,2004,26595.0,637.0,6778.2,11.63
Romania,Soybean,2005,23922.0,637.0,7565.7,11.25
Romania,Soybean,2006,19434.0,637.0,6733.2,11.63
Romania,Soybean,2007,12450.0,637.0,6314.0,12.99
Romania,Soybean,2008,19633.0,637.0,7193.7,12.5
Romania,Soybean,2009,17465.0,637.0,6548.7,12.47
Romania,Soybean,2010,23641.0,637.0,7249.2,11.94
Romania,Soybean,2011,19849.0,637.0,6582.9,11.26
Romania,Soybean,2012,13388.0,637.0,6418.7,12.33
Romania,Soybean,2013,22242.0,637.0,6947.9,13.94
Romania,Wheat,1990,32351.0,637.0,25255.0,12.26
Romania,Wheat,1991,25406.0,637.0,19898.0,10.55
Romania,Wheat,1992,21950.0,637.0,15134.0,11.55
Romania,Wheat,1993,23291.0,637.0,24252.0,10.78
Romania,Wheat,1994,25435.0,637.0,21811.0,12.7
Romania,Wheat,1995,30903.0,637.0,20113.0,11.21
Romania,Wheat,1996,17645.0,637.0,17425.0,10.71
Romania,Wheat,1997,30103.0,637.0,15349.0,10.46
Romania,Wheat,1998,25963.0,637.0,13979.0,11.37
Romania,Wheat,1999,27993.0,637.0,11280.0,12.34
Romania,Wheat,2000,22996.0,637.0,9427.4,12.44
Romania,Wheat,2001,30449.0,637.0,7871.1,11.9
Romania,Wheat,2002,20580.0,637.0,7875.7,12.24
Romania,Wheat,2004,34775.0,637.0,6778.2,11.63
Romania,Wheat,2005,29985.0,637.0,7565.7,11.25
Romania,Wheat,2006,27737.0,637.0,6733.2,11.63
Romania,Wheat,2007,16100.0,637.0,6314.0,12.99
Romania,Wheat,2008,34222.0,637.0,7193.7,12.5
Romania,Wheat,2009,24305.0,637.0,6548.7,12.47
Romania,Wheat,2010,27000.0,637.0,7249.2,11.94
Romania,Wheat,2011,36650.0,637.0,6582.9,11.26
Romania,Wheat,2012,26593.0,637.0,6418.7,12.33
Romania,Wheat,2013,34786.0,637.0,6947.9,13.94
Rwanda,Maize,1990,10252.0,1212.0,157.0,19.39
Rwanda,Maize,1991,11556.0,1212.0,107.0,19.22
Rwanda,Maize,1992,12250.0,1212.0,97.0,19.54
Rwanda,Maize,1993,17400.0,1212.0,127.4,19.53
Rwanda,Maize,1994,16750.0,1212.0,157.8,19.55
Rwanda,Maize,1995,11200.0,1212.0,188.2,19.81
Rwanda,Maize,1996,11099.0,1212.0,218.6,19.31
Rwanda,Maize,1997,10908.0,1212.0,249.0,19.78
Rwanda,Maize,1998,8231.0,1212.0,157.0,19.79
Rwanda,Maize,1999,7556.0,1212.0,152.0,19.35
Rwanda,Maize,2000,7018.0,1212.0,147.0,19.59
Rwanda,Maize,2001,7671.0,1212.0,72.0,19.5
Rwanda,Maize,2002,8763.0,1212.0,106.34,19.77
Rwanda,Maize,2004,7670.0,1212.0,159.54,19.93
Rwanda,Maize,2005,8889.0,1212.0,222.92,20.29
Rwanda,Maize,2006,8531.0,1212.0,288.72,20.02
Rwanda,Maize,2007,7201.0,1212.0,398.11,19.6
Rwanda,Maize,2008,11515.0,1212.0,321.75,19.56
Rwanda,Maize,2009,19503.0,1212.0,1187.6,19.84
Rwanda,Maize,2010,23416.0,1212.0,953.85,20.12
Rwanda,Maize,2011,23529.0,1212.0,181.6,19.59
Rwanda,Maize,2012,22587.0,1212.0,925.52,19.79
Rwanda,Maize,2013,22845.0,1212.0,1841.5,19.93
Rwanda,Rice,1990,13652.0,1212.0,157.0,19.39
Rwanda,Rice,1991,24118.0,1212.0,107.0,19.22
Rwanda,Rice,1992,24030.0,1212.0,97.0,19.54
Rwanda,Rice,1993,26400.0,1212.0,127.4,19.53
Rwanda,Rice,1994,26471.0,1212.0,157.8,19.55
Rwanda,Rice,1995,36508.0,1212.0,188.2,19.81
Rwanda,Rice,1996,32980.0,1212.0,218.6,19.31
Rwanda,Rice,1997,30328.0,1212.0,249.0,19.78
Rwanda,Rice,1998,19148.0,1212.0,157.0,19.79
Rwanda,Rice,1999,18132.0,1212.0,152.0,19.35
Rwanda,Rice,2000,27318.0,1212.0,147.0,19.59
Rwanda,Rice,2001,30668.0,1212.0,72.0,19.5
Rwanda,Rice,2002,32658.0,1212.0,106.34,19.77
Rwanda,Rice,2004,37964.0,1212.0,159.54,19.93
Rwanda,Rice,2005,44673.0,1212.0,222.92,20.29
Rwanda,Rice,2006,44843.0,1212.0,288.72,20.02
Rwanda,Rice,2007,41320.0,1212.0,398.11,19.6
Rwanda,Rice,2008,44432.0,1212.0,321.75,19.56
Rwanda,Rice,2009,56178.0,1212.0,1187.6,19.84
Rwanda,Rice,2010,51833.0,1212.0,953.85,20.12
Rwanda,Rice,2011,55195.0,1212.0,181.6,19.59
Rwanda,Rice,2012,57193.0,1212.0,925.52,19.79
Rwanda,Rice,2013,53362.0,1212.0,1841.5,19.93
Rwanda,Soybean,1990,6735.0,1212.0,157.0,19.39
Rwanda,Soybean,1991,7200.0,1212.0,107.0,19.22
Rwanda,Soybean,1992,8095.0,1212.0,97.0,19.54
Rwanda,Soybean,1993,6667.0,1212.0,127.4,19.53
Rwanda,Soybean,1994,8894.0,1212.0,157.8,19.55
